Report generated on: 05-03-2026 15:14:49
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.55-1-GRC-TBPD.A","        Greece","0","8","22","26","28","27","27","26","23","19","17","17","14","11.493150684931507","10.962564383561643","9.32054794520548","9.862565573770492","9.564383561643835","6.980821917808219","0.2547945205479452","5.915300546448087","4.082191780821918","4.043287671232877","2.9262794520547946","2.8197295081967213","2.1799780821917807","2.9061068493150684","1.687523287671233","1","1.1676712328767123","4.5842465753424655","3.9406849315068495","4.439398907103826","4.336575342465753","4.331643835616438","3.7057123287671234","6.1621311475409835","6.493715068493151"
"INTL.55-1-GRL-TBPD.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-GRD-TBPD.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-GLP-TBPD.A","        Guadeloupe","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-GUM-TBPD.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-GTM-TBPD.A","        Guatemala","5","5","6","7","5","3","5","4","3","4","4","4.4","4.8","6","7","9.35","15","20","25","23","21","21","24.747945205479454","24","20","18","17.3","17.9","18.425081967213114","16.52","14.963189041095891","14.955369863013699","14.590868852459016","13.986594520547946","14.051783561643836","12.55393698630137","12.814486338797815","9.634105698630137"
"INTL.55-1-GIN-TBPD.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-GNB-TBPD.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-GUY-TBPD.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-HTI-TBPD.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-HITZ-TBPD.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.55-1-HND-TBPD.A","        Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0.001","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0","0","0"
"INTL.55-1-HKG-TBPD.A","        Hong Kong","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0.08","0.58","0.1","0.3","2.1","0.071","0.071","0.096"
"INTL.55-1-HUN-TBPD.A","        Hungary","58","58","62","61","62","62","62","57","62","51","55","47","46","55.73698630136986","38.07945205479452","54.23293698630137","59.152939890710385","51.871372602739726","41.5301205479452","39.26694520547945","38.87650273224044","39.16165479452055","37.72877534246575","34.175575342465756","35.05738524590164","32.75626575342466","32.541342465753424","27.812208219178082","32.5792349726776","30.410958904109588","30.257123287671234","26.566082191780822","29.861371584699455","31.632","26.012890410958903","29.352","33.013333333333335","34.74417808219178"
"INTL.55-1-ISL-TBPD.A","        Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-IND-TBPD.A","        India","182","325","391","481","521","622","635","616","644","710","670","625","589","543.4849315068493","730.6605479452055","805.659605479452","761.0115191256831","787.7265589041095","769.7075863013698","771.0301534246576","769.9690491803278","768.0077123287671","794.5258219178082","794.9086164383561","812.7947950819672","781.5826164383561","806.0225890410959","827.8361808219178","824.849131147541","821.099695890411","882.4348904109589","922.9923123287671","911.3307240437158","909.1837753424658","906.5673589041096","903.029397260274","892.2826557377049","893.292085260274"
"INTL.55-1-IDN-TBPD.A","        Indonesia","1647","1700","1419","1437","1487","1369","1420","1373","1372","1481","1539","1668","1579","1592.7369863013698","1671.764","1662.678","1654.606","1633.372","1598.845","1540.487","1447.447","1375.502","1280.2885671232877","1175.579","1104.564","1085.7277534246575","1021.085","972.966","1010.5710519125684","990.5195479452054","1003.6384410958904","973.0719205479452","943.7373278688525","914.1605890410959","895.313","847.4406438356165","926.933218579235","879.0671397260274"
"INTL.55-1-IRN-TBPD.A","        Iran","1661.967213114754","1379.9561643835616","2213.8383561643836","2439.7561643835616","2174.3169398907103","2250.4741833508956","2034.986301369863","2298.0575342465754","2240.030054644809","2809.8739726027397","3087.9989890410957","3311.9997232876713","3429.098360655738","3698.7671232876714","3662.2876712328766","3701.7123287671234","3717.964480874317","3671.449315068493","3705.0109589041094","3572.150684931507","3759.6994535519125","3775.0246575342467","3509.8438356164384","3958.7397452054793","4145.639289617487","4200.424460273973","4261.312328767123","4361.931506849315","4176.144808743169","4173.160315068493","4276.318498630137","4269.537287671233","3597.297726775956","3353.7806301369865","3482.1060410958903","3548.7811369863016","4431.683666666667","4942.561643835616"
"INTL.55-1-IRQ-TBPD.A","        Iraq","2514.2322404371585","999.9013698630137","1012.1013698630137","1005.068493150685","1209.016393442623","1433.150684931507","1690.054794520548","2078.794520547945","2684.9590163934427","2897.1479452054796","2039.9998273972603","305.0002465753425","425","483","530.972602739726","555","581.5109289617486","1161.5506849315068","2127.1726027397262","2535.8082191780823","2582.0262158469945","2377.1225561643837","2032.3060767123288","1334.8747369863013","2012.8551912568305","1836.4657534246576","1925.027397260274","2115.9217589041095","2388.6803989071036","2403.442095890411","2447.302526027397","2673.1643835616437","3027.3333333333335","3095.3835616438355","3440.041095890411","4134.780821917808","4541.516393442623","4530.684931506849"
"INTL.55-1-IRL-TBPD.A","        Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0.02","0.04","0","0","0","1.452","0.582","0.642","0.536","0.576","0.493","0.531","0.6"
"INTL.55-1-ISR-TBPD.A","        Israel","35","36","1","1","1","1","1","0.3","0.4","0.3","0.2","0.2","0.2","","0.5041095890410959","1","1","1","1","1","","","","","0.075","0.1","0.1","0.1","0.1","0.1","0.1","0.39","0.39","0.39","0.39","0.39","0.39","1"
"INTL.55-1-ITA-TBPD.A","        Italy","39","38","36","46","46","47","52","69","92","84","89","82","86","86.27945205479452","88.0877506849315","96.32325753424658","103.5956475409836","113.37529315068493","108.07677260273972","86.14247397260274","77.97545628415301","64.16438356164383","84.87668493150684","90.39733424657534","107.1843087431694","120.56638356164383","118.04751506849315","120.17560273972603","119.96174863387978","102.27671232876712","125.2824794520548","116.19408219178082","114.6292131147541","144.02334246575342","140.33167123287672","145.1339589041096","110.97986338797814","96.71383561643836"
"INTL.55-1-JAM-TBPD.A","        Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1.97","2.2","5.2","4.852","6.423","6.9","2","3","3","3","3","0","1.628","0"
"INTL.55-1-JPN-TBPD.A","        Japan","11","8","11","12","10","15","15","14","14","13","14","18","20","18.315068493150687","18.73972602739726","18.731506849315068","21.109532786885246","18.82191780821918","17.980821917808218","17.068493150684933","17.472131147540985","17.73972602739726","14.73150684931507","16.84968493150685","17.180609289617486","18.772654794520548","18.6356301369863","20.019586301369863","20.57103825136612","19.64246575342466","18.905109589041096","18.108931506849316","17.376437158469944","17.284753424657534","16.350684931506848","15.579575342465754","12.154032786885246","11.923953424657535"
"INTL.55-1-JOR-TBPD.A","        Jordan","0","0","0","0","0","0","1","0.5","0.5","0.2","0.3","0.3","0.05","","","","","","","","","","","","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.018","0.022","0.022","0.022","0.022","0.022","0.02"
"INTL.55-1-KAZ-TBPD.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","444","486.71232876712327","406.8633698630137","423.3181808219178","453.7515245901639","521.8676301369863","525.1751808219178","612.6549945205479","717.7861612021858","822.2519835616438","975.9779561643836","1080.296087671233","1250.3949098360656","1293.1245424657534","1362.1006630136985","1415.1231616438356","1425.4208169398908","1535.6509589041095","1605.1986602739726","1634.9506849315069","1602.4754098360656","1654.8712328767124","1715.9342465753425","1748.2904109589042","1695.1994535519125","1876.8120360091114"
"INTL.55-1-KEN-TBPD.A","        Kenya","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0.431","0.517","0.517","0.689","0.862","0.862","0.862","0"
"INTL.55-1-KIR-TBPD.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-XKS-TBPD.A","        Kosovo","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","",""
"INTL.55-1-KWT-TBPD.A","        Kuwait","1656.1256830601094","1125.1890410958904","822.972602739726","1064.0328767123287","1156.6448087431695","1022.5780821917808","1419.0191780821917","1584.9506849315069","1491.5765027322404","1783.1150684931506","1174.9998547945206","189.99971506849315","1058.3820569601767","1762.717808219178","1921.109589041096","1934.2876712328766","1911.639344262295","1951.2328767123288","1926.304109589041","1768.0575342465754","1879.5901639344263","1837.868493150685","1726.041095890411","2296.7561643835616","2469.3852459016393","2548.095890410959","2624.4219178082194","2566.7794520547945","2728.5819098360657","2496.507997260274","2450.4109589041095","2717.7397260273974","2834.945355191257","2900","2892.054794520548","3063.671232876712","3166.311475409836","3028.3561643835615"
"INTL.55-1-KGZ-TBPD.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","2.3","1.747945205479452","1.7534246575342465","2","1.995","1.694","2.3","1.5","1.5","1.5","1.51","1.37","1.446726775956284","2.1704849315068495","1.336854794520548","1.2289808219178082","1","1","1","1","1","1","1","1","1","3.5"
"INTL.55-1-LAO-TBPD.A","        Laos","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-LVA-TBPD.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","0","","","","","","","","","","","","0.2","0.3","0.3","0.5","0.9","1.2","1.186","1.229","1.9","1.429","1.581","1.249","0.922","1.595"
"INTL.55-1-LBN-TBPD.A","        Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-LSO-TBPD.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-LBR-TBPD.A","        Liberia","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-LBY-TBPD.A","        Libya","1786.8524590163934","1140.2219178082191","1149.964383561644","1105.3561643835617","1087.1584699453551","1058.6849315068494","1033.6986301369864","971.8630136986301","1174.7431693989072","1150.035616438356","1375.0002520547946","1483.150684931507","1432.9920796347678","1399.5890410958905","1390.0821917808219","1431.5890410958905","1442.2131147540983","1482.6575342465753","1533.0821917808219","1438.441095890411","1471.292349726776","1424.6164383561643","1376.13698630137","1482.6575342465753","1609.863387978142","1721.2246575342465","1819.5753424657535","1825","1942.8333333333333","1845","1850","522.3561643835617","1548.9344262295083","1044.5068493150684","576.917808219178","493.972602739726","479.6857923497268","913.8904109589041"
"INTL.55-1-LTU-TBPD.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","0","","","","","","","","","","","","6.248","4.586","4.173","3.887","4.7","4.4","4.573","4.009","4.586","4.749","4.609","4.425","4.127","4.03"
"INTL.55-1-LUX-TBPD.A","        Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-MAC-TBPD.A","        Macau","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-MDG-TBPD.A","        Madagascar","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-MWI-TBPD.A","        Malawi","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.2","0.2","0.327","0.345","0.345","0.345","0.345","0.431","0.517","0"
"INTL.55-1-MYS-TBPD.A","        Malaysia","283","264","306","365","450","450","513","508","551","596","631","658","666","632.0356164383562","697.932","770.061","760.689","760.8440684931506","767.035","731.837","711.2865245901639","756.1492630136986","804.4620849315069","780.9543232876713","792.1262295081967","778.4438356164384","735.8082191780821","738.7121780821918","741.0075409836065","701.844901369863","717.2602739726027","651.8496712328767","656.5661202185793","624.2660273972602","652.5646575342465","700.9194520547945","736.5445355191257","743.9195926485028"
"INTL.55-1-MDV-TBPD.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
